,Location Name,Phone Number,Street Address,City,State,Website,Insurance Accepted,Walk-Ins Accepted,Last Updated,Latitude,Longitude
153,Stop & Shop #82,781-293-5786,341 PLYMOUTH STREET,HALIFAX,MA,https://stopandshopsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,41.995568,-70.848561
154,"CVS Pharmacy, Inc. #8028",734-287-4030,11125 ALLEN ROAD,SOUTHGATE,MI,https://www.cvs.com/store-locator/details-directions/008028,True,True,2024-08-01,42.226505,-83.228433
155,Walmart Inc #10-1742,856-629-1010,3501 Route 42,Turnersville,NJ,https://www.walmart.com/store/1742,True,True,2024-08-01,39.726448,-75.035012
156,MinuteClinic #20336,1-866-389-2727,2100 W EL DORADO PKWY,MCKINNEY,TX,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,33.172657,-96.644687
157,"CVS Pharmacy, Inc. #16459",336-884-1260,1050 MALL LOOP RD,HIGH POINT,NC,https://www.cvs.com/store-locator/details-directions/016459,True,True,2024-08-01,35.993702,-80.008313
158,SAFEWAY PHARMACY #1711,415-563-8681,15 MARINA BLVD,San Francisco,CA,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,37.804395,-122.432878
159,"CVS Pharmacy, Inc. #218",516-735-8230,2970 HEMPSTEAD TPKE,LEVITTOWN,NY,https://www.cvs.com/store-locator/details-directions/000218,True,True,2024-08-01,40.724045,-73.526007
160,Publix Super Markets Inc. #1352,239-567-1828,6700 Bayshore Rd.,North Fort Myers,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,26.699968,-81.847537
161,"CVS Pharmacy, Inc. #17559",985-277-3204,2030 HAMMOND SQUARE DR,HAMMOND,LA,https://www.cvs.com/store-locator/details-directions/017559,True,True,2024-08-01,30.480728,-90.4618
162,Walmart Inc #10-1477,304-872-7039,200 Wal St,Summersville,WV,https://www.walmart.com/store/1477,True,True,2024-08-01,38.304273,-80.835703
163,"CVS Pharmacy, Inc. #2574",718-238-8546,6702 FT. HAMILTON PARKWAY,BROOKLYN,NY,https://www.cvs.com/store-locator/details-directions/002574,True,True,2024-08-01,40.629666,-74.011184
165,"CVS Pharmacy, Inc. #5518",843-479-8355,"1085 COTTINGHAM BLVD., #3",BENNETTSVILLE,SC,https://www.cvs.com/store-locator/details-directions/005518,True,True,2024-08-01,34.631366,-79.702973
166,"CVS Pharmacy, Inc. #8897",951-680-1145,3361 MARKET ST.,RIVERSIDE,CA,https://www.cvs.com/store-locator/details-directions/008897,True,True,2024-08-01,33.98682,-117.373301
167,Walmart Inc #Oct-41,404-260-7779,1105 Research Center Atlanta Dr SW,Atlanta,GA,https://www.walmart.com/store/3741,True,True,2024-08-01,33.728301,-84.507935
168,"CVS Pharmacy, Inc. #17133",515-331-0599,5901 DOUGLAS AVE,DES MOINES,IA,https://www.cvs.com/store-locator/details-directions/017133,True,True,2024-08-01,41.630055,-93.700463
169,"CVS Pharmacy, Inc. #7973",407-944-9030,"4500 PLEASANT HILL RD.,",KISSIMMEE,FL,https://www.cvs.com/store-locator/details-directions/007973,True,True,2024-08-01,28.155172,-81.440688
170,"CVS Pharmacy, Inc. #7491",972-299-5347,385 E BELT LINE RD,CEDAR HILL,TX,https://www.cvs.com/store-locator/details-directions/007491,True,True,2024-08-01,32.590695,-96.936724
171,Walmart Inc #27-Oct,330-468-0110,8160 Macedonia Commons Blvd,Macedonia,OH,https://www.walmart.com/store/1927,True,True,2024-08-01,41.310138,-81.519526
172,Walmart Inc #10-0689,606-679-8466,177 Washington Dr,Somerset,KY,https://www.walmart.com/store/689,True,True,2024-08-01,37.06836,-84.622824
173,"CVS Pharmacy, Inc. #11046",763-473-0977,17435 COUNTY ROAD 6,PLYMOUTH,MN,https://www.cvs.com/store-locator/details-directions/011046,True,True,2024-08-01,44.994951,-93.501276
174,"CVS Pharmacy, Inc. #2847",202-296-0329,"2000 PENNSYLVANIA AVE, NW",WASHINGTON,DC,https://www.cvs.com/store-locator/details-directions/002847,True,True,2024-08-01,38.900354,-77.045774
175,"CVS Pharmacy, Inc. #4272",214-584-2480,4202 ROSS AVE.,DALLAS,TX,https://www.cvs.com/store-locator/details-directions/004272,True,True,2024-08-01,32.800172,-96.782904
176,Walmart Inc #11-Oct,561-600-3095,3625 S Federal Hwy,Boynton Beach,FL,https://www.walmart.com/store/5911,True,True,2024-08-01,26.492769,-80.063795
177,"CVS Pharmacy, Inc. #2573",203-383-7741,1425 BARNUM AVENUE,STRATFORD,CT,https://www.cvs.com/store-locator/details-directions/002573,True,True,2024-08-01,41.195934,-73.138513
178,Walmart Inc #10-0785,601-735-3194,1350 Azalea Dr,Waynesboro,MS,https://www.walmart.com/store/785,True,True,2024-08-01,31.688704,-88.629563
179,Walmart Inc #Oct-83,979-599-9208,643 N Harvey Mitchell Pkwy,Bryan,TX,https://www.walmart.com/store/4183,True,True,2024-08-01,30.631944,-96.381952
180,Publix Super Markets Inc. #753,770-434-8560,4480 S Cobb Dr. SE,Smyrna,GA,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,33.843472,-84.504466
181,"CVS Pharmacy, Inc. #9152",707-938-4734,201 W NAPA ST STE 35,SONOMA,CA,https://www.cvs.com/store-locator/details-directions/009152,True,True,2024-08-01,38.289974,-122.462257
182,Walmart Inc #10-0557,620-342-7711,2301 Industrial Rd,Emporia,KS,https://www.walmart.com/store/557,True,True,2024-08-01,38.425082,-96.219511
183,Walmart Inc #10-0986,970-668-5961,840 Summit Blvd,Frisco,CO,https://www.walmart.com/store/986,True,True,2024-08-01,39.586793,-106.096168
184,Walmart Inc #Oct-76,803-613-3085,1041 Edgefield Rd,North Augusta,SC,https://www.walmart.com/store/6576,True,True,2024-08-01,33.572466,-81.934897
185,Walmart Inc #10-0673,931-552-0241,3050 Wilma Rudolph Blvd,Clarksville,TN,https://www.walmart.com/store/673,True,True,2024-08-01,36.594588,-87.291329
186,"CVS Pharmacy, Inc. #8420",520-579-9918,7740 N CORTARO RD,TUCSON,AZ,https://www.cvs.com/store-locator/details-directions/008420,True,True,2024-08-01,32.347097,-111.098854
188,SAFEWAY PHARMACY #3189,928-524-2661,702 WEST HOPI DRIVE,Holbrook,AZ,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,34.903478,-110.167199
189,H-E-B #172,956-380-6219,1212 S CLOSNER @ E EBONY,EDINBURG,TX,https://vaccine.heb.com/,False,True,2024-08-01,26.289831,-98.163561
190,Publix Super Markets Inc. #569,770-614-1076,2463 Hamilton Mill Pkwy.,Dacula,GA,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,34.07345,-83.915365
191,Publix Super Markets Inc. #1395,561-832-1978,135 Bradley Place,Palm Beach,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,26.719801,-80.039614
192,Publix Super Markets Inc. #811,239-774-2938,8585 Collier Blvd,Naples,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,26.110471,-81.688675
193,MinuteClinic #21095,1-866-389-2727,3001 LAUDERDALE DR,RICHMOND,VA,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,37.63733,-77.633262
194,Publix Super Markets Inc. #1344,727-546-4890,4701 Park Blvd,Pinellas Park,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,27.840385,-82.698525
195,"CVS Pharmacy, Inc. #6163",614-841-0336,711 PARK RD.,WORTHINGTON,OH,https://www.cvs.com/store-locator/details-directions/006163,True,True,2024-08-01,40.125752,-82.980816
196,"CVS Pharmacy, Inc. #4993",601-856-2021,1014 HIGHWAY 51 NORTH,MADISON,MS,https://www.cvs.com/store-locator/details-directions/004993,True,True,2024-08-01,32.460918,-90.110389
197,Walmart Inc #10-1048,606-549-4087,589 W Highway 92,Williamsburg,KY,https://www.walmart.com/store/1048,True,True,2024-08-01,36.720446,-84.171704
198,Walmart Inc #10-0492,812-886-0006,650 Kimmell Rd,Vincennes,IN,https://www.walmart.com/store/492,True,True,2024-08-01,38.662849,-87.504626
199,"CVS Pharmacy, Inc. #7618",859-245-6434,3605 WALDEN DRIVE,LEXINGTON,KY,https://www.cvs.com/store-locator/details-directions/007618,True,True,2024-08-01,37.982724,-84.496859
200,"CVS Pharmacy, Inc. #7862",480-473-4608,10160 BELL ROAD EAST,SCOTTSDALE,AZ,https://www.cvs.com/store-locator/details-directions/007862,True,True,2024-08-01,33.640154,-111.859537
201,"CVS Pharmacy, Inc. #7030",336-659-0391,5001 COUNTRY CLUB RD.,WINSTON-SALEM,NC,https://www.cvs.com/store-locator/details-directions/007030,True,True,2024-08-01,36.084997,-80.348202
202,"CVS Pharmacy, Inc. #8249",860-963-2548,57 PROVIDENCE PIKE,PUTNAM,CT,https://www.cvs.com/store-locator/details-directions/008249,True,True,2024-08-01,41.924236,-71.876682
203,"CVS Pharmacy, Inc. #10361",703-707-9787,12027 TOWN SQUARE STREET,RESTON,VA,https://www.cvs.com/store-locator/details-directions/010361,True,True,2024-08-01,38.958032,-77.361396
204,"CVS Pharmacy, Inc. #5165",850-653-8737,139 AVENUE E,APALACHICOLA,FL,https://www.cvs.com/store-locator/details-directions/005165,True,True,2024-08-01,29.722686,-84.990571
205,"CVS Pharmacy, Inc. #7536",704-545-3420,4307 WILGROVE-MINT HILL RD.,MINT HILL,NC,https://www.cvs.com/store-locator/details-directions/007536,True,True,2024-08-01,35.180173,-80.648343
206,MinuteClinic #21329,1-866-389-2727,1010 HIGHWAY 17 N,NORTH MYRTLE BEACH,SC,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,33.837146,-78.667663
207,"CVS Pharmacy, Inc. #10371",610-344-7469,1040 WEST CHESTER PIKE,WEST CHESTER,PA,https://www.cvs.com/store-locator/details-directions/010371,True,True,2024-08-01,39.967421,-75.577119
208,Walmart Inc #Oct-34,828-645-9071,25 Northridge Commons Pkwy,Weaverville,NC,https://www.walmart.com/store/4334,True,True,2024-08-01,35.703402,-82.579608
209,Publix Super Markets Inc. #1473,828-274-6293,1830 Hendersonville Rd.,Asheville,NC,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,35.504759,-82.522435
210,SAV-ON PHARMACY #817,302-836-9387,146 FOX HUNT DR,BEAR,DE,https://www.acmemarkets.com/vaccinations/home,True,True,2024-08-01,39.606622,-75.71212
211,Publix Super Markets Inc. #1507,352-259-8235,695 Kristine Way,The Villages,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,28.825402,-81.966266
212,Walmart Inc #29-Oct,814-723-8250,2901 Market St,Warren,PA,https://www.walmart.com/store/3429,True,True,2024-08-01,41.882039,-79.150797
213,"CVS Pharmacy, Inc. #17289",585-797-0090,500 MEDLEY CENTRE PKWY,ROCHESTER,NY,https://www.cvs.com/store-locator/details-directions/017289,True,True,2024-08-01,43.197396,-77.5743
214,Walmart Inc #Oct-37,760-696-9908,1046 Mission Ave,Oceanside,CA,https://www.walmart.com/store/5637,True,True,2024-08-01,33.20002,-117.37496
215,Publix Super Markets Inc. #1585,772-402-9525,8605 SE Federal Hwy,Hobe Sound,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,27.099399,-80.159602
216,Walmart Inc #Oct-37,559-321-0284,1185 Herndon Ave,Clovis,CA,https://www.walmart.com/store/5337,True,True,2024-08-01,36.839682,-119.695725
217,"CVS Pharmacy, Inc. #17292",916-251-3003,950 GROVELAND LN,LINCOLN,CA,https://www.cvs.com/store-locator/details-directions/017292,True,True,2024-08-01,38.869955,-121.304297
218,"CVS Pharmacy, Inc. #4008",412-566-2619,242-250 FIFTH AVE,PITTSBURGH,PA,https://www.cvs.com/store-locator/details-directions/004008,True,True,2024-08-01,40.440726,-80.001065
219,SAFEWAY PHARMACY #261,520-432-2274,101 NACO HIGHWAY,Bisbee,AZ,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,31.40098,-109.917309
220,SAV-ON PHARMACY #4926,609-871-1310,23 LEVITT PKWY,WILLINGBORO,NJ,https://www.acmemarkets.com/vaccinations/home,True,True,2024-08-01,40.05218,-74.89467
221,"CVS Pharmacy, Inc. #5094",412-563-3444,328 COCHRAN RD.,MOUNT LEBANON,PA,https://www.cvs.com/store-locator/details-directions/005094,True,True,2024-08-01,40.382476,-80.051975
222,Walmart Inc #10-1389,515-432-3484,1515 SE Marshall St,Boone,IA,https://www.walmart.com/store/1389,True,True,2024-08-01,42.036456,-93.870144
223,UNITED PHARMACY #539,806-273-6427,1414 West Wilson,Borger,TX,https://www.unitedsupermarkets.com/vaccinations/home,True,True,2024-08-01,35.659921,-101.411471
224,Walmart Inc #Oct-69,210-507-0652,5626 Walzem Road,San Antonio,TX,https://www.walmart.com/store/2769,True,True,2024-08-01,29.508071,-98.375058
225,"CVS Pharmacy, Inc. #8960",706-650-0911,5101 WASHINGTON RD,EVANS,GA,https://www.cvs.com/store-locator/details-directions/008960,True,True,2024-08-01,33.572019,-82.192383
226,"CVS Pharmacy, Inc. #3166",301-791-2852,1731 DUAL HWY,HAGERSTOWN,MD,https://www.cvs.com/store-locator/details-directions/003166,True,True,2024-08-01,39.613573,-77.693561
227,Walmart Inc #10-0740,334-774-5508,1537 S US Highway 231,Ozark,AL,https://www.walmart.com/store/740,True,True,2024-08-01,31.445034,-85.650712
228,Publix Super Markets Inc. #1080,352-751-6302,3475 Wedgewood Lane,The Villages,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,28.929414,-82.014055
229,"CVS Pharmacy, Inc. #6110",513-321-2470,3195 LINWOOD AVE.,CINCINNATI,OH,https://www.cvs.com/store-locator/details-directions/006110,True,True,2024-08-01,39.128726,-84.430827
230,Walmart Inc #10-0582,386-761-0191,1590 Dunlawton Ave,Port Orange,FL,https://www.walmart.com/store/582,True,True,2024-08-01,29.116713,-81.019415
231,Publix Super Markets Inc. #824,843-767-5975,8409 Dorchester Rd STE 104,North Charleston,SC,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,32.913005,-80.109792
232,"CVS Pharmacy, Inc. #10595",210-566-1585,200 CIBOLO VALLEY DR.,CIBOLO,TX,https://www.cvs.com/store-locator/details-directions/010595,True,True,2024-08-01,29.571596,-98.23286
233,"CVS Pharmacy, Inc. #2741",402-339-1090,6901 SOUTH 84TH ST.,LA VISTA,NE,https://www.cvs.com/store-locator/details-directions/002741,True,True,2024-08-01,41.190276,-96.041726
234,"CVS Pharmacy, Inc. #8792",775-359-6808,680 N. MCCARRAN BLVD.,SPARKS,NV,https://www.cvs.com/store-locator/details-directions/008792,True,True,2024-08-01,39.540738,-119.731836
235,Rite Aid #RA104315,248-652-0900,ROCHESTER HILLS PLAZA,ROCHESTER HILLS,MI,https://www.riteaid.com,True,False,2024-08-01,42.663948,-83.159258
236,"CVS Pharmacy, Inc. #5097",814-827-4631,110 EAST CENTRAL AVENUE,TITUSVILLE,PA,https://www.cvs.com/store-locator/details-directions/005097,True,True,2024-08-01,41.627443,-79.672725
237,"CVS Pharmacy, Inc. #17469",512-687-1316,10107 RESEARCH BLVD,AUSTIN,TX,https://www.cvs.com/store-locator/details-directions/017469,True,True,2024-08-01,30.392743,-97.743877
238,"CVS Pharmacy, Inc. #3278",352-622-3083,3501 N. PINE AVE.,OCALA,FL,https://www.cvs.com/store-locator/details-directions/003278,True,True,2024-08-01,29.223617,-82.146717
239,Publix Super Markets Inc. #727,386-643-6234,171 Town and Country Drive,Palatka,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,29.645527,-81.671478
240,"CVS Pharmacy, Inc. #2018",203-237-8984,540 WEST MAIN STREET,MERIDEN,CT,https://www.cvs.com/store-locator/details-directions/002018,True,True,2024-08-01,41.540255,-72.822233
241,Rite Aid #RA106088,530-458-2494,1021 BRIDGE STREET,COLUSA,CA,https://www.riteaid.com,True,False,2024-08-01,39.203584,-122.002866
242,Walmart Inc #10-0615,770-386-7582,101 Market Place Blvd,Cartersville,GA,https://www.walmart.com/store/615,True,True,2024-08-01,34.20301,-84.787638
243,Hannaford #8384,207-363-5928,440 US ROUTE 1(5 HANNAFORD DRIVE),YORK,ME,https://hannafordsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,43.149601,-70.671722
244,Publix Super Markets Inc. #1586,828-393-6925,635 Greenville Hwy,Hendersonville,NC,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,35.305563,-82.458766
245,Walmart Inc #10-0119,870-793-4464,3150 Harrison St,Batesville,AR,https://www.walmart.com/store/119,True,True,2024-08-01,35.76282,-91.614313
246,"CVS Pharmacy, Inc. #16359",760-776-1113,72549 HIGHWAY 111,PALM DESERT,CA,https://www.cvs.com/store-locator/details-directions/016359,True,True,2024-08-01,33.72368,-116.403354
247,Walmart Inc #10-1237,910-892-1011,590 E Jackson Blvd,Erwin,NC,https://www.walmart.com/store/1237,True,True,2024-08-01,35.320555,-78.64803
248,Walmart Inc #10-1052,205-932-2737,3186 Highway 171 N,Fayette,AL,https://www.walmart.com/store/1052,True,True,2024-08-01,33.731545,-87.808766
249,VONS PHARMACY #2093,619-464-1102,8011 UNIVERSITY AVE,La Mesa,CA,https://www.vons.com/vaccinations/home,True,True,2024-08-01,32.765421,-117.024054
250,"CVS Pharmacy, Inc. #788",312-222-2570,344 WEST HUBBARD,CHICAGO,IL,https://www.cvs.com/store-locator/details-directions/000788,True,True,2024-08-01,41.890158,-87.637258
251,"CVS Pharmacy, Inc. #3176",713-771-6652,7102 BEECHNUT ST.,HOUSTON,TX,https://www.cvs.com/store-locator/details-directions/003176,True,True,2024-08-01,29.692621,-95.510763
252,"CVS Pharmacy, Inc. #258",412-788-4676,5703 STEUBENVILLE PIKE,MCKEES ROCKS,PA,https://www.cvs.com/store-locator/details-directions/000258,True,True,2024-08-01,40.45143,-80.134222
253,"CVS Pharmacy, Inc. #2322",508-775-8462,176 NORTH STREET,HYANNIS,MA,https://www.cvs.com/store-locator/details-directions/002322,True,True,2024-08-01,41.652547,-70.288889
254,SAFEWAY PHARMACY #2821,623-518-1951,3800 WEST HAPPY VALLEY ROAD,Glendale,AZ,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,33.714371,-112.140936
255,MinuteClinic #21745,1-866-389-2727,2454 E IRLO BRONSON MEMORIAL HWY,KISSIMMEE,FL,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,28.279312,-81.345227
256,Walmart Inc #Oct-94,435-283-8194,777 N Main St,Ephraim,UT,https://www.walmart.com/store/2794,True,True,2024-08-01,39.373826,-111.589869
257,H-E-B #57,361-939-5555,1145 WALDRON ROAD,CORPUS CHRISTI,TX,https://vaccine.heb.com/,False,True,2024-08-01,27.665264,-97.282038
258,Hannaford #8374,518-793-0843,175 BROAD ST.,GLENS FALLS,NY,https://hannafordsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,43.304436,-73.661531
259,UNITED PHARMACY #605,806-796-1895,401 Slide Road,Lubbock,TX,https://www.unitedsupermarkets.com/vaccinations/home,True,True,2024-08-01,33.59169,-101.920947
260,Rite Aid #RA111046,610-967-6440,1328 CHESTNUT STREET,EMMAUS,PA,https://www.riteaid.com,True,True,2024-08-01,40.526328,-75.510154
261,Walmart Inc #Oct-57,608-226-8671,2151 Royal Ave,Monona,WI,https://www.walmart.com/store/3857,True,True,2024-08-01,43.042238,-89.349668
262,"CVS Pharmacy, Inc. #17142",303-209-8721,7930 NORTHFIELD BLVD,DENVER,CO,https://www.cvs.com/store-locator/details-directions/017142,True,True,2024-08-01,39.783288,-104.895451
263,Walmart Inc #3-Oct,334-408-6068,3864 US Highway 80 W,Phenix City,AL,https://www.walmart.com/store/5903,True,True,2024-08-01,32.470196,-85.084054
264,Publix Super Markets Inc. #763,352-394-2915,4351 S. Highway 27,Clermont,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,28.501232,-81.716599
265,Walmart Inc #10-1553,630-893-5382,314 W Army Trail Rd,Bloomingdale,IL,https://www.walmart.com/store/1553,True,True,2024-08-01,41.938954,-88.105208
266,Walmart Inc #Oct-73,810-744-2984,5323 E Court St N,Burton,MI,https://www.walmart.com/store/2273,True,True,2024-08-01,43.022977,-83.600583
267,Walmart Inc #Oct-50,419-337-8122,485 Airport Hwy,Wauseon,OH,https://www.walmart.com/store/2350,True,True,2024-08-01,41.575625,-84.136588
268,"CVS Pharmacy, Inc. #17253",781-347-9004,385 CENTRE AVE,ABINGTON,MA,https://www.cvs.com/store-locator/details-directions/017253,True,True,2024-08-01,42.110337,-70.927072
269,UNITED PHARMACY #3532,806-655-5757,201 N. 23rd Street,Canyon,TX,https://www.unitedsupermarkets.com/vaccinations/home,True,True,2024-08-01,34.983986,-101.919287
270,Rite Aid #RA105816,661-392-7059,715 AIRPORT DRIVE,BAKERSFIELD,CA,https://www.riteaid.com,True,False,2024-08-01,35.412764,-119.040095
271,"CVS Pharmacy, Inc. #1735",410-760-2112,7400 RITCHIE HIGHWAY,GLEN BURNIE,MD,https://www.cvs.com/store-locator/details-directions/001735,True,True,2024-08-01,39.167318,-76.62293
272,Publix Super Markets Inc. #1681,813-413-3150,949 E Bloomingdale Avenue,Brandon,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,27.890966,-82.270414
